oracle_file	test_name	batch	verdict	evidence	note
coding-agent/src/model_picker.rs	picker_view_windows_around_cursor	C	covered	packages/coding-agent/test/model-picker.test.ts:274	
coding-agent/src/model.rs	explicit_override_resolves_custom_model_registered_before_detection	C	covered	packages/coding-agent/test/local-models-registry-wiring.test.ts:99	
coding-agent/src/readline.rs	lists_commands_and_aliases_for_bare_slash	E	covered	packages/coding-agent/test/readline.test.ts:35	
coding-agent/src/readline.rs	no_completion_once_argument_typed	E	covered	packages/coding-agent/test/readline.test.ts:48	
coding-agent/src/resume_picker.rs	keys_map_to_actions	D	covered	packages/coding-agent/test/session-picker.test.ts:181	
coding-agent/src/resume_picker.rs	render_marks_selection_and_shows_badges_and_scroll_indicators	D	covered	packages/coding-agent/test/session-picker.test.ts:85	
coding-agent/src/resume_picker.rs	render_truncates_to_width	D	covered	packages/coding-agent/test/session-picker.test.ts:103	
coding-agent/src/resume_picker.rs	window_follows_selection_through_long_lists	D	covered	packages/coding-agent/test/session-picker.test.ts:49	
coding-agent/src/resume_picker.rs	window_shows_everything_when_it_fits	D	covered	packages/coding-agent/test/session-picker.test.ts:42	
coding-agent/src/session_archive.rs	export_manifest_uses_explicit_leaf_target_not_leaf_row_id	D	not-portable		The skeleton's SessionManager format — the input to .piesession — has no leaf variant in its SessionEntry union (session-manager.ts:157-166); a leaf is derived from the parentId tree, not written as a marker row. The LeafEntry at jsonl-storage.ts:347 in @pie/agent belongs to a different storage format that this archive never reads. Adaptation note 1 in the header of session-archive.ts already records this. I misread it as a defect once and changed src, which tsgo rejected on the spot with TS2367; that change was reverted
coding-agent/src/session_archive.rs	export_manifest_uses_last_entry_as_leaf_without_explicit_leaf_row	D	gap	packages/coding-agent/test/ported/session-archive-batch-d.test.ts	
coding-agent/src/session_archive.rs	export_refuses_to_overwrite_existing_output	D	covered	packages/coding-agent/test/session-archive.test.ts:188	Stronger than upstream: :189 also asserts that the existing bytes were left untouched
coding-agent/src/session_archive.rs	failed_sidecar_write_cleans_up_partial_import	D	gap	packages/coding-agent/test/ported/session-archive-batch-d.test.ts	
coding-agent/src/session_archive.rs	import_records_source_provenance_in_metadata	D	covered	packages/coding-agent/test/session-archive.test.ts:85	The four fields of importedFrom — sessionId, cwd, exportedAt and pieVersion — at :85-88
coding-agent/src/session_archive.rs	import_rejects_manifest_active_leaf_that_does_not_match_session_jsonl	D	gap	packages/coding-agent/test/ported/session-archive-batch-d.test.ts	
coding-agent/src/session_archive.rs	import_summary_records_originally_enabled_automation_and_activates_it	D	covered	packages/coding-agent/test/session-archive.test.ts:247	originallyEnabledTriggers and Cron at :247-248, and the activation side at :252
coding-agent/src/skills_state.rs	apply_disables_matching_source_name	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	apply_enable_overrides_frontmatter_disable	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	apply_is_source_aware	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	malformed_file_is_treated_as_empty	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	missing_file_is_empty_overlay	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	no_override_keeps_frontmatter_value	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	remove_and_save_clears_entry_on_disk	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	remove_drops_matching_entry_and_is_source_aware	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	save_then_load_round_trips	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
coding-agent/src/skills_state.rs	set_and_save_persists	C	covered	packages/coding-agent/test/set-skill-state-tool.test.ts:82	The tool layer already asserts state.overrides equals [{name:foo,source:user,enabled:false}], which is the set, save and reload round trip
coding-agent/src/skills_state.rs	set_upserts_not_duplicates	C	gap	packages/coding-agent/test/ported/skills-state-batch-c.test.ts	
