unit_id	verdict	evidence
agent/harness/session/uuid	none	Generation side verified (task's stated focus): oracle uuidv7() (uuid.rs:6-8) is `Uuid::now_v7().to_string()` from the `uuid` crate v1.24.0 (Cargo.lock-pinned; vendored source read directly at ~/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/uuid-1.24.0/src/{v7,timestamp}.rs). now_v7() uses Timestamp::now(shared_context_v7()) -> a process-shared ContextV7 with a reseeding 42-bit monotonic counter (reseeded with fresh randomness each new ms, incremented within a ms, artificially bumping the timestamp forward on counter overflow) -- functionally the same contract as base's own lastTimestamp/sequence scheme (session/uuid.ts:1-49): RFC 9562 v7 structural layout (version nibble 0x7 in byte6 high nibble, variant bits 10 in byte8 top 2 bits, 48-bit big-endian ms timestamp) + same-process monotonic ordering via a random-seeded, ms-scoped counter + timestamp-bump-on-overflow. Only difference is counter bit-width (oracle 42 bits vs base 32 bits) and exact bit-packing order -- an implementation-defined choice within UUIDv7's "Method 3" freedom, not a spec violation, and not testable byte-for-byte since UUIDs are randomly seeded per-process (no fixture to diff against). formatUuid() output (lowercase hex, 8-4-4-4-12 hyphenated groups) matches Rust Uuid Display's default hyphenated-lowercase format exactly. Downstream consequence already closed by the prior jsonl_repo batch: file naming is `<uuidv7>.jsonl` (no timestamp prefix) and list() sorts ascending by filename, both of which only depend on the monotonic-ordering property both implementations provide -- reconfirmed, no gap. No code changes. Tests: ported oracle's own #[cfg(test)] produces_time_ordered_ids (uuid.rs:14-21) 1:1 into session-uuid.test.ts using real timers (no mocking), alongside the pre-existing rigorous RFC9562-layout+overflow+monotonicity test (which already fully pins base's own algorithm). 2 tests in session-uuid.test.ts pass. tsgo 0 errors (file unmodified).
agent/harness/session/repo_utils	applied	Confirmed (task's stated prior finding, re-verified): get_entries_to_fork/ForkOptions/ForkPosition are exported from oracle's crates/agent/src/lib.rs but grep-confirmed never called by any oracle repo (jsonl_repo.rs/memory_repo.rs have no fork() using them) or CLI path -- dead code in oracle. However base's getEntriesToFork (repo-utils.ts) IS actively wired: both jsonl-repo.ts JsonlSessionRepo.fork() and memory-repo.ts InMemorySessionRepo.fork() call it directly, so oracle's dead-code implementation is still the live, must-match spec for base's exercised path. Fix applied: both throw sites in getEntriesToFork changed from a TS-only "invalid_fork_target" SessionErrorCode (zero counterpart in oracle's SessionErrorCode enum) to "not_found", matching oracle's SessionErrorCode::NotFound used identically for both the missing-entry case (repo_utils.rs:45-49) and the not-a-user-message case (59-64); message text unchanged. Grep-confirmed zero call sites anywhere in the repo switch on the literal "invalid_fork_target" string, so this is a safe, non-breaking rename to the oracle-exact code. create_session_id/create_timestamp/to_session verified identical to base (trivial delegating wrappers); create_timestamp's chrono-to_rfc3339-vs-Date.toISOString format gap was already investigated and closed as inert by the prior "session" unit's ledger row (parity normalize.mjs <TS> regex matches both suffix styles) -- not re-litigated. The Before-branch's AgentMessage::Llm(pie_ai::Message::User)-vs-Custom guard maps to base's flat `target.type !== "message" || target.message.role !== "user"` check: verified equivalent by inspecting every CustomAgentMessages extension in the repo (harness/messages.ts: bashExecution/custom/branchSummary/compactionSummary; coding-agent/core/messages.ts) -- none use role "user", so no custom message can false-positive through this check; judged interface-mandated (flat role-discriminated union vs nested Rust enum), not a divergence to restructure. getFileSystemResultOrThrow has zero oracle counterpart in repo_utils.rs (pure TS Result-to-throw plumbing per RULEBOOK §2.1) -- left untouched. Tests: new repo-utils.test.ts (no pre-existing direct test file for this unit) with 7 cases covering all-entries/not-found/wrong-type/before-default/before-explicit/at-inclusive/at-on-non-user-entry; all pass, plus pre-existing repo.test.ts (5 tests, exercises the same function via the actively-wired fork() paths) still passes. tsgo 0 errors.
agent/harness/cost	port	Full port of the token+cost accumulator to packages/agent/src/harness/cost.ts (new file, wired into index.ts barrel alphabetically after compaction.ts/before detach.ts, matching every other harness/*.ts file's barrel pattern). CostSnapshot{tokens:Usage,turnCount}, CostTracker.{snapshot,reset,record,asListener}, oneLineSummary, fullBreakdown, totalCost all ported field-for-field from cost.rs. record() (cost.rs:60-73) ported verbatim as a pure sum-only fold -- ADDS no cost logic of its own. BUG(port) B3 (RULEBOOK §5, cost.rs:58-73): oracle's file doc-comment claims providers populate Usage::cost via the catalog pricing table, but that is false on the actual production path -- B3a (crates/ai/src/providers/openai_responses.rs:542-564, already applied in packages/ai/src/providers/openai-responses.ts in a prior phase) means every real provider Usage.cost.* field is 0. record() itself is bug-free; B3 is an emergent property one layer up, documented in cost.ts's file header and asserted by 2 dedicated tests: "real provider usage (cost always 0 per B3a) still accumulates to cost=0" (1.75M real tokens recorded twice, token counts DO accumulate correctly, totalCost() stays exactly 0) and "a faux/self-filled Usage.cost ... still works, masking B3" (oracle's own accumulates_usage_and_costs fixture shape, cost sums to >0, showing why the bug hides). B4 (RULEBOOK §5, agent_harness.rs:1716-1729,1882-1893): grep-confirmed zero occurrences of "budget" anywhere in oracle cost.rs -- no budget-cap function exists in this file to port; noted explicitly in cost.ts's header as N/A for this unit, budget-cap check itself lives in agent-harness.ts (different unit, out of scope). Mutex mapping (RULEBOOK §2.2): oracle's Arc<Mutex<CostSnapshot>> guards record/reset/snapshot, none of which cross an await -> ported as plain mutable private fields (no AsyncMutex), matching the same judgment already established for trigger_runtime.rs's Mutex in the prior batch. AgentEvent::MessageEnd{message:AgentMessage::Llm(Message::Assistant)} guard mapped to TS's flat `message.role === "assistant"` check (same interface-mandated flat-union reasoning as the repo_utils unit above) -- verified no CustomAgentMessages extension uses role "assistant". one_line_summary/full_breakdown format strings matched character-for-character: full_breakdown's multi-line backslash-continued Rust literal was resolved by hand-simulating Rust's continuation-whitespace-stripping rules with a small Python script against the oracle source (both segmentation and final rendered string verified) before transcribing to TS template literals; $-prefixed currency values use .toFixed(4) matching {:.4}. Tests: cost.test.ts, 12 cases -- 2 ported 1:1 from cost.rs's #[cfg(test)] mod (accumulates_usage_and_costs, reset_clears_all_counters), 2 B3 tests (above), 1 single-running-total (no per-model grouping) check, 1 snapshot-independence check, 3 asListener wiring tests (records assistant message_end / ignores non-message_end / ignores non-assistant messages), 2 oneLineSummary format tests, 1 fullBreakdown format test (exact multi-line string match). All pass; all 279 tests in the package pass; tsgo 0 errors.
agent/harness/compaction/branch_summarization	none	Oracle's summarize_branch (branch_summarization.rs:23-58) is a complete, non-stub function (own doc: "Partial 1:1 port of ... branch-summarization.ts (~262 lines)" -- unlike the self-declared TODO/stub utils/shell_output/truncate units below) that reuses generate_summary (compaction.rs's shared LLM-summarization primitive, the same one auto-compaction's compact() uses) with BRANCH_SUMMARY_INSTRUCTIONS as custom_instructions, prompt_budget_tokens=None, max_output_tokens=None. Full-tree grep (crates/agent + crates/coding-agent) for summarize_branch: exactly one hit outside its own definition -- the lib.rs re-export; zero call sites. Traced every real caller of the underlying Session::move_to(entry_id, summary: Option<BranchSummaryInput>) primitive it feeds: agent/tests/session_storage.rs:84,106, harness_e2e.rs:177,337,692 (tests), coding-agent/src/agent_session.rs:205 (error-retry rewind), coding-agent/src/session_archive.rs:826 (test), coding-agent/src/commands.rs:1599 (/undo) -- every one passes None for summary; commands.rs has no branch/navigate-tree slash command at all. So summarize_branch's content-organization choices vs base's generateBranchSummary (BRANCH_SUMMARY_INSTRUCTIONS folded into system prompt vs base's structured Goal/Constraints/Progress/Key-Decisions BRANCH_SUMMARY_PROMPT template appended after an XML-wrapped conversation dump in the user message; zero token-budget windowing vs base's prepareBranchEntries(entries, contextWindow-16384) trimming; oracle includes every plain SessionTreeEntry::Message including toolResult-role ones and drops compaction/branch_summary/custom_message entries entirely, base's getMessageFromEntry does the opposite -- excludes toolResult-role "message" entries, converts compaction/branch_summary/custom_message via createCompactionSummaryMessage/createBranchSummaryMessage/createCustomMessage; oracle has zero file-ops tracking, see utils unit below; oracle's max_output_tokens=None falls back to model.max_tokens vs base's hardcoded maxTokens:2048) can never manifest in any oracle-observable artifact -- BUG-scope rule (judge-observability) applies: no caller ever produces a branch_summary session entry with real generated content on the oracle side, so no judge fixture can exercise this surface. fromHook: confirmed untouched by this function (zero from_hook/fromHook references in branch_summarization.rs) -- that normalization belongs to session.ts's moveTo/appendCompaction (already applied, ledger row 3) and agent-harness.ts's navigateTree (out of scope, unit 84), which sets fromHook: hookResult?.summary !== undefined when persisting, consistent with the established `fromHook ? true : undefined` convention. Confirmed base's generateBranchSummary IS real, wired pi capability (unlike oracle): agent-harness.ts:742-780 navigateTree() calls collectEntriesForBranchSummary+generateBranchSummary when options.summarize is set, wired to real product surfaces (interactive-mode.ts:1522,4332, print-mode.ts:81, extensions/runner.ts:656) -- stripping it to match oracle's dead API surface would be an active regression to a real, exercised pi feature for zero parity benefit. Kept base unchanged. Code: none changed. Tests: none added (no behavior gap to pin). tsgo 0 errors (file unmodified).
agent/harness/compaction/utils	none	Oracle utils.rs (8 lines) is a pure re-export shim: `pub use super::compaction::{ContextUsageEstimate, CutPointResult, estimate_context_tokens, estimate_tokens, find_cut_point, find_turn_start_index, serialize_conversation}` -- own doc: "the meaningful helpers (serialize_conversation, estimate_tokens) live in compaction.rs alongside their primary callers. Mirrors the TS module which is mostly a barrel." Of these 7 names, base's utils.ts (my out_path) actually contains only ONE: serializeConversation -- the other 6 live in base's compaction.ts too, matching oracle's placement 1:1 (branch-summarization.ts imports estimateTokens from "./compaction.ts", not "./utils.ts") -- zero divergence, not this unit's file. serializeConversation: base's implementation (utils.ts:91-144) and oracle's real spec (compaction.rs:286-342, NOT in my assigned utils.rs source) diverge substantially -- oracle: `USER:\n<raw>\n\n` / `ASSISTANT:\n<inline text><thinking>...</thinking><tool_call name="X">{json}</tool_call>...\n\n` (blocks in original order, thinking inline) / `TOOL_RESULT[toolName]:\n<raw>\n\n` (no length truncation); base: `[User]: <text>` / grouped-by-type `[Assistant thinking]:` then `[Assistant]:` then `[Assistant tool calls]: name(k=v,...)` (regardless of original block order) / `[Tool result]: <text, truncated to 2000 chars via truncateForSummary>`. This is a real, judge-observable divergence in principle -- serializeConversation is called by compaction.ts's real, wired compact() (agent_harness.rs imports compact from compaction.rs, confirmed live) at two call sites (compaction.ts:475,720; re-exported at :623) plus branch-summarization.ts's dead call site (see that unit's row). However compaction.ts is explicitly out of scope for this batch ("another agent is editing it", confirmed still mid-edit via a live system-reminder diff shown during this session) and fixing serializeConversation correctly requires reconciling it against compact()'s own token-budget/omission-note machinery (serialize_conversation_for_summary_budget in compaction.rs, a private oracle function with no base counterpart) -- squarely the concurrent agent's unit to resolve holistically. Deferred, NOT changed here; flagged forward for the compaction/compaction unit or an orchestrator integration pass to align serializeConversation together with compact()'s own oracle alignment, since both consume this exact exported function. File-ops functions (FileOperations, createFileOps, extractFileOpsFromMessage, computeFileLists, formatFileOperations, TOOL_RESULT_MAX_CHARS/safeJsonStringify/truncateForSummary): confirmed zero oracle counterpart anywhere in pie (grepped compaction.rs, oracle's real wired auto-compaction, for compute_file_lists/create_file_ops/extract_file_ops/format_file_operations/FileOperations: zero hits) -- a pi-wide additive capability (shared by compaction.ts's compact() and branch-summarization.ts's dead path), not branch-specific; same BUG-scope disposition as the ai/utils/validation precedent (capability oracle never had at all, kept, flagged forward to compaction.ts's owner for their own judge-observability call on whether compact()'s use of these tags is a divergence to fix in that file). Code: none changed. Tests: none added. tsgo 0 errors (file unmodified).
agent/harness/compaction/mod	none	Oracle mod.rs (6 lines: doc comment + 3x `pub mod X;` for branch_summarization/compaction/utils) is pure module-declaration glue, zero logic -- identical situation to the established agent/harness/session/mod precedent (ledger row 6). RULEBOOK §4: TS barrel (index.ts) only created when base already has one or multiple files need aggregated export; forbidden otherwise. Confirmed packages/agent/src/harness/compaction/ has no existing index.ts (dir listing: branch-summarization.ts, compaction.ts, utils.ts only). Grep-confirmed zero barrel-style imports anywhere in packages/agent/src or packages/coding-agent/src of the form `from ".../harness/compaction"` (without an explicit filename, and distinct from the unrelated packages/coding-agent/src/core/compaction/index.ts module which is a different directory entirely) -- every consumer imports directly from the specific compaction/*.ts file it needs; agent/src/index.ts re-exports by filename (lines 17,31) and serializeConversation reaches index.ts transitively via compaction.ts's own `export { serializeConversation } from "./utils.ts"` (compaction.ts:623) rather than a directory barrel. No aggregation need exists; no index.ts created, per explicit instruction to record none with explanation. No code changes.
agent/harness/utils/shell_output	none	Oracle shell_output.rs (8 lines) self-declares incomplete: "TODO: 1:1 port of packages/agent/src/harness/utils/shell-output.ts (~143 lines)" + "Stub passthrough -- replace with the real ANSI-aware, head-and-tail truncator." truncate_shell_output(stdout, _stderr, max_chars) ignores stderr entirely (leading-underscore unused param) and delegates to truncate.rs's equally-stub function. Full-tree grep (crates/agent + crates/coding-agent) for truncate_shell_output / shell_output::: zero references anywhere outside its own definition and lib.rs's blanket `pub mod harness` re-export -- not called by any tool, command, or test in the entire oracle codebase. Critically, oracle's real, judge-observable bash-tool output truncation lives in a completely different file/module/manifest unit: crates/coding-agent/src/tools/bash.rs:30,81,89 imports and calls truncate_tail from crates/coding-agent/src/tools/truncate.rs (manifest unit coding-agent/tools/truncate, phase 9, NOT this phase-8 unit) -- confirmed via bash.rs's own tool-description string referencing that sibling module's DEFAULT_MAX_LINES/DEFAULT_MAX_BYTES constants. So this unit's assigned oracle file is a fully dead, unreachable duplicate stub; the bash-output-organization behavior the task flagged as parity-relevant (stdout/stderr interleaving, truncation, exit-code presentation) is real in oracle but lives in unit coding-agent/tools/truncate + coding-agent/tools/bash (phase 9) -- flagged forward so that unit's implementer/reviewer focuses parity work there. Base's shell-output.ts, by contrast, is fully-functional and actively used: executeShellWithCapture interleaves stdout+stderr in real arrival order (both wired to the same onChunk handler), sanitizes control characters (sanitizeBinaryOutput) and strips \r, applies truncateTail with byte-budget spillover to a full-output temp file, and surfaces exitCode/cancelled/truncated/fullOutputPath -- confirmed reachable from packages/agent/test/harness/nodejs-env.test.ts:281 (real spawned-shell integration test) and exported from agent/src/index.ts:49. Per BUG-scope rule, stripping this real tested pi capability to match oracle's dead single-string-stdout-only stub would be an active regression for zero parity gain -- kept unchanged. Code: none changed. Tests: none added (oracle has zero #[cfg(test)] in this file; base's existing nodejs-env.test.ts coverage untouched).
agent/harness/utils/truncate	none	Oracle truncate.rs (34 lines incl. 2 tests) self-declares incomplete: "TODO: full 1:1 port of packages/agent/src/harness/utils/truncate.ts (~344 lines). For now we expose a basic 'truncate to N chars, prepend an ellipsis hint' helper." truncate_text(text, max_chars) counts Unicode scalar values via `.chars().count()` (not bytes, not UTF-16 code units), keeps only the FIRST max_chars chars (head-only, no tail/last-line preservation), and prepends `"[truncated, kept {max_chars} of {total_chars} chars]\n"` on truncation. Its 2 tests (passes_short_text_through, truncates_long_text) exercise only this literal function. Full-tree grep (crates/agent + crates/coding-agent) for truncate_text: zero references outside its own definition/tests and shell_output.rs's equally-dead call (see that unit's row) -- not exported beyond the blanket `pub mod harness`, not called by any tool/command. Same "TODO stub, fully unreachable in oracle's real product" disposition as the ai/utils/validation and ai/utils/node_http_proxy precedents (findings-orchestrator.md AI-1a batch): the actual parity-relevant algorithm (character vs byte vs UTF-16-code-unit counting, ellipsis marker, head/tail retention ratio -- exactly what this task flagged as user-visible) is real in oracle but implemented in sibling manifest unit coding-agent/tools/truncate (phase 9), which bash.rs actually calls (see shell_output row) -- flagged forward. Base's truncate.ts, by contrast, is mature, heavily tested, and actively used: truncateHead/truncateTail do real UTF-8-byte-aware line/byte-budget truncation with correct multi-byte-character and unpaired-surrogate boundary handling (truncateStringToBytesFromEnd, replaceUnpairedSurrogates), truncateLine handles single-line grep-match truncation, formatSize is a display helper -- confirmed reachable from read.ts/grep.ts/ls.ts/find.ts/bash.ts/bash-executor.ts/output-accumulator.ts/bash-execution.ts (interactive UI) and covered by packages/agent/test/harness/truncate.test.ts's 8 tests including a 1000-iteration deterministic fuzz suite cross-checked against Node Buffer tail-truncation semantics. Per BUG-scope rule, kept unchanged -- stripping this richer, real, load-bearing implementation to match a dead head-only-char-count stub would be an active regression with no parity benefit. Code: none changed. Tests: none added (oracle's 2 tests exercise a function with no equivalent surface in base to port them onto; base's existing truncate.test.ts already comprehensively covers its real behavior).
agent/harness/compaction/compaction	applied	Function map: calculate_context_tokens->calculateContextTokens (unchanged, already honors usage.totalTokens like oracle; B1's inflated total is an accepted downstream effect per instructions, not touched); get_last_assistant_usage->getLastAssistantUsage (unchanged besides assistant_usage's zero-guard below); estimate_text_tokens->new estimateTextTokens (ported char-class ascii/4-ceil+non-ascii-1:1 helper, compaction.rs:100-113); estimate_tokens->estimateTokens (rewritten to sum per-block estimateTextTokens + flat IMAGE_TOKENS=768, compaction.rs:116-154; base's extra bashExecution/branchSummary/compactionSummary role branches have no oracle Message-variant equivalent -- kept, switched to the same estimateTextTokens helper for internal consistency; assistant-content Image weighting could NOT be ported -- @pie/ai's AssistantMessage.content type is (TextContent|ThinkingContent|ToolCall)[], structurally excludes ImageContent (packages/ai/src/types.ts:277-290), tsgo rejected the dead branch as unreachable); estimate_context_tokens->estimateContextTokens (unchanged, already equivalent -- oracle walks forward overwriting to the last usage index, base walks backward to the first found from the end, same result); should_compact->shouldCompact (FIXED: was contextTokens>contextWindow-reserveTokens, now Math.floor(contextWindow*4/5) matching compaction.rs:200-206's 80%-of-window trigger; reserveTokens no longer factors into the threshold); find_turn_start_index/find_cut_point->findTurnStartIndex/findCutPoint (left as-is, NOT realigned to oracle's simpler "walk back to nearest preceding user message only" algorithm: base's isSplitTurn/turnPrefixMessages/TURN_PREFIX_SUMMARIZATION_PROMPT/generateTurnPrefixSummary machinery and its richer cut-point set (bashExecution/branchSummary/custom_message as valid boundaries) has no oracle counterpart -- oracle's SessionTreeEntry (session::session::SessionTreeEntry) used in this file has only a Message variant, and the oracle file's own header self-describes as "Partial 1:1 port of packages/agent/src/harness/compaction/compaction.ts (~755 lines)" with an explicit TODO list; treated as base's own additive architecture per the session/memory_repo units' precedent for interface-mandated additive capabilities, not a divergence to remove); generate_summary->generateSummary (FIXED maxTokens formula: was Math.floor(0.8*reserveTokens) capped by model.maxTokens, now ports summary_output_tokens exactly -- min(model.maxTokens,reserveTokens) further capped to floor(contextWindow/4), floor 1 (compaction.rs:354-369); ADDED overflow-retry loop -- oracle's compact() halves a token *budget* and retries up to MAX_SUMMARY_OVERFLOW_RETRIES=3 times via trim_messages_for_summary_budget+serialize_conversation_for_summary_budget+suffix_start_for_token_budget (compaction.rs:398-484,661-692); base has no budget-aware serialization API (utils.ts's serializeConversation, a separate manifest unit, isn't token-budget-aware), so adapted to message-COUNT halving (keep ceil(n/2) newest messages, prepend an omission-disclosure note) inside generateSummary/generateTurnPrefixSummary directly, using the same call-count math (attempt<3 -> 4 total attempts) and the real isContextOverflow(response,contextWindow) from @pie/ai (phase-7-confirmed oracle-aligned detector, reused rather than re-deriving the regex set) for detection fidelity; generateTurnPrefixSummary has no oracle counterpart at all (split-turn is base-only) -- kept its own 0.5*reserveTokens output formula unchanged, only added the same retry loop for the "never fail compaction outright on overflow" behavior); prepare_compaction/compact->prepareCompaction/compact (unchanged structurally -- CompactionResult/CompactionEntry wire shape (details/fromHook) is not governed by this oracle file: oracle's compact() returns only {summary,first_kept_entry_id,tokens_before,usage}, no details/fromHook field; fromHook's Some(true)/None normalization was already handled by the prior session unit (session.ts appendCompaction) -- verified extractFileOperations's `!prevCompaction.fromHook` read is consistent with that fix, no new gap). Bonus divergence found+fixed: getAssistantUsage (assistant_usage, compaction.rs:68-87) was missing oracle's all-zero-usage guard -- an assistant message with usage={0,0,0,0,total:0} now counts as "no usable usage" (keep searching further back) instead of a valid zero checkpoint; new test added. Trigger-condition/overflow.ts wiring conclusion: packages/ai/src/utils/overflow.ts's isContextOverflow (phase-7-confirmed oracle-aligned) was not wired into this file at all before this change; now used inside generateSummary/generateTurnPrefixSummary's overflow-retry detection. Tests: 4 new it() blocks (shouldCompact 80%-boundary cases folded into the existing "checks compaction threshold" test; "skips an all-zero usage checkpoint..."; "retries the summarizer with a shrunk, disclosed prompt..."; "gives up after exhausting overflow retries...") + 3 existing assertions updated to the corrected values (shouldCompact boundary cases, toolResultWithImage image-token literal 3+768, "clamps...maxTokens..." expectation [50000,128000]); all 23 tests in compaction.test.ts pass; tsgo -p tsconfig.build.json 0 errors.
agent/harness/compaction/utils	applied	FF1 fix (supersedes earlier none verdict on the agent/harness/compaction/utils row above -- see migration/reviews/agent/forward-flags.md FF1 entry; dispatched by phase-8 orchestrator after C1's compaction.ts rewrite landed 2026-08-03, removing the earlier blocking conflict). serializeConversation (utils.ts:96-154) rewritten byte-for-byte to oracle's serialize_conversation (compaction.rs:286-342): 'USER:\n<content>\n\n' for user messages (string content verbatim; block content concatenates text blocks verbatim and image blocks as literal '<image>', no separators between blocks); 'ASSISTANT:\n<blocks>\n\n' for assistant messages with content blocks concatenated IN ORIGINAL ORDER (not grouped/reordered by type as base previously did) -- text verbatim, thinking as '<thinking>{text}</thinking>', tool calls as '<tool_call name="{name}">{JSON.stringify(arguments)}</tool_call>' (compact JSON matches oracle's serde_json::Value::Object Display under the oracle workspace's preserve_order feature -- both preserve object-literal key insertion order, an established wire-format convention per RULEBOOK section 2.1); 'TOOL_RESULT[{toolName}]:\n<text>\n\n' for tool results, concatenating ONLY text blocks (image blocks silently dropped, unlike the USER branch's '<image>' marker -- a real, oracle-confirmed asymmetry, byte-for-byte preserved). Removed entirely: TOOL_RESULT_MAX_CHARS=2000 truncation via truncateForSummary, and the old bracketed/grouped format ('[User]:', grouped '[Assistant thinking]:'/'[Assistant]:'/'[Assistant tool calls]:' with k=v arg rendering, '[Tool result]:' with truncation) -- all base-only divergences per BUG-scope rule (judge-observable: reaches session JSONL via compact()'s summary text, parity S6 diffs it). Kept a local unexported safeJsonStringify (try/catch around JSON.stringify) purely as a defensive fallback for tool-call argument serialization -- oracle's typed serde_json::Map Display can't fail; this is TS-side-only robustness, not a behavior divergence (only triggers on genuinely non-JSON-serializable arguments, which should not occur in practice). Token-budget reconciliation (explicit task ask): confirmed via reading compaction.ts (C1's already-landed rewrite) that its overflow-retry mechanism (shrinkMessagesForOverflowRetry, compaction.ts:531-534, called from generateSummary/generateTurnPrefixSummary's retry loops) operates on the AgentMessage[] list BEFORE conversion to LLM Message[] and BEFORE serializeConversation ever runs -- it halves message COUNT, not string length, structurally decoupled from whatever serializeConversation does internally; compaction.ts's own in-code comment (lines 520-534) already documents that an exact oracle byte-budget port (trim_messages_for_summary_budget + serialize_conversation_for_summary_budget, compaction.rs:398-484, always invoked by oracle's real compact() at compaction.rs:664-692 via prompt_budget_tokens) was deliberately NOT attempted at that layer, precisely because serializeConversation (this unit) is not a token-budget API -- so removing this unit's truncation does not regress that already-accepted simplification; it only means individual message sizes are no longer silently pre-shrunk by an oracle-diverging 2000-char cap before ever reaching the retry loop. One residual, PRE-EXISTING (not introduced by this fix) granularity gap flagged for awareness, not fixed here (compaction.ts is out of scope for this unit): TS's retry loop guards on 'coreMessages.length > 1' before shrinking, so a single-message prefix that overflows on the first attempt fails immediately with no retry, whereas oracle's byte-suffix-based budget trimming can keep shrinking a single large message across retries down to MIN_SUMMARY_PROMPT_BUDGET_TOKENS before giving up -- same ultimate failure mode (explicit CompactionError/SummarizeError, never a crash or silent corruption), different retry depth; belongs to the compaction/compaction unit's owner if tightened further. Tests: replaced the single stale test ('serializes conversation with truncated tool results', which asserted the OLD base format's truncation marker) with 7 tests under a new 'serializeConversation (oracle format parity)' describe block in packages/agent/test/harness/compaction.test.ts: (1) long tool result now asserted verbatim/untruncated with an exact TOOL_RESULT[read]:... string -- direct inversion of the old truncation assertion, since truncation was exactly the divergence removed; (2) plain-string USER content; (3) block-content USER with inline '<image>' marker; (4) empty-string USER produces a bare 'USER:\n\n\n' section rather than being skipped (oracle has no content-truthiness guard; base's old 'if (content) parts.push(...)' did); (5) assistant content blocks serialize in ORIGINAL interleaved order (text/thinking/toolCall/text) rather than base's old group-by-type reordering; (6) tool-result image blocks silently dropped (no '<image>'), asymmetric with USER's handling; (7) multi-message concatenation has no separator beyond each section's own trailing '\n\n'. All exact full-string toBe() assertions, not substring toContain() checks, per the task's character-exact-match requirement. Gates: cd packages/agent && npx tsgo -p tsconfig.build.json -> 0 errors; npx vitest run test/harness/ -> 23 files / 245 tests passed (compaction.test.ts: 29 tests, up from 22 baseline -- net +6, replacing the 1 removed stale test with 7 new ones). No other source files touched (compaction.ts, branch-summarization.ts left read-only per task scope).
agent/harness/agent_harness	applied	B4 softgate ported (agent_harness.rs:1716-1729,1882-1893): checkBudgetCap() gates only prompt()/skill()/promptFromTemplate() entry, never rechecked inside executeTurn's runAgentLoop tool-call iterations -- vitest "BUG(port): B4 ... budgetCapUsd is a softgate checked only between prompt cycles" (test/harness/agent-harness.test.ts) proves a $10-cost turn under a $1 cap still completes its second in-loop LLM call, then blocks the next top-level prompt(). Trigger execution chain ported: handleTrigger() dispatch (Accept/Deny/Prompt permission branches -> accepted/permission_denied/needs_approval; Deduped/CycleSuppressed passthrough) writing TriggerRecord audit via triggerRecordReceivedFrom/TRIGGER_RECORD_CUSTOM_TYPE (trigger.ts, imported not modified); spawnTriggerAction() dispatches TriggerDelivery via detach() (agent_harness.rs:1259-1304) to sub_agent (isolated detached runAgentLoop sharing parent tool_call/tool_result hooks, registered in runningTriggers for abortTrigger/abortAllTriggers), inject_summary (no model call), and inject_and_run (busy -> followUpQueue, mirrors oracle enqueue_follow_up "parent session serial"; idle -> session.appendMessage + trigger_requests_main_run event, mirrors oracle TriggerRequestsMainRun) -- the InjectAndRun-serial-vs-SubAgent-detached-concurrent semantic split is asserted by two vitest cases (BUSY enqueues followUp + never emits trigger_requests_main_run; IDLE appends directly + emits it). applyPromotion() ports PromoteAction None/PromoteSummaryNow/PromoteSummaryWhenResultDetailsMatch (deprecated PromoteSummaryWhenSummaryContains intentionally not ported, TODO(port) left) with [Trigger <id>] prefix enforcement, 4096-byte truncation, and the same idle-vs-busy injection split; PersistenceError-equivalent events on every fallible session append. selectBiased (not selectN) used at the one biased site in scope (agent_harness.rs:2682-2689 sub-agent-vs-cancel race in runSubAgentDelivery); run_evaluator's biased site (2001-2008) and the OnTurnEndHook continuation loop (continue_(), run_turn_with_continuation, force_compact) are out of scope for this unit -- base has no continue_()/turn-continuation concept to overlay onto and the task's required-behavior list does not name them; TODO(port) comment left on checkBudgetCap noting a future continuation unit must call it at its own cycle boundary. cost.ts CostTracker wired in (record() on assistant message_end, cost()/resetCost() public methods) per cost.ts's own B4 pointer comment; cost.ts itself untouched. New local HarnessEvent channel (subscribeHarness/emitHarnessEvent) added instead of touching the AgentHarnessOwnEvent union in types.ts (task forbade editing files other than agent-harness.ts+test) -- mirrors oracle's own bifurcated HarnessEvent-vs-AgentEvent design rather than working around the constraint. AgentHarnessTriggerOptions is a local intersection type widening the constructor, not an edit to the imported AgentHarnessOptions interface.
