unit_id	verdict	evidence
coding-agent/tools/skill_builder	port	Full port of skill_builder.rs (665 lines) -> packages/coding-agent/src/tools/skill-builder.ts. Shares install-skill.ts code paths by import (atomicWriteSkill, defaultSkillsRoot, onDiskSkillHash, parseAndValidateSkillMd, reloadSkillCatalog, relevantDiagnosticWarnings), mirroring oracle importing from crate::tools::install_skill. renderSkillMd ports title_from_name (kebab-case -> Title Case) and description whitespace-collapse (split_whitespace/join) verbatim; frontmatter serialization delegates to the yaml package (matches serde_yaml round-trip escaping of colons/quotes/newlines, asserted by the escapes_yaml_specials test). Same reload/audit adaptations as install-skill.ts (see that ledger row): stateless reloadSkillCatalog() snapshot instead of a live harness, audit_entry_id always undefined. Shadow-warning check (skill_builder.rs:201-220) ported only for the "project skill shadows new user skill" case via scanning skill.sourceInfo.scope==="project" in the recomputed catalog; the "shadows a BUILTIN skill" branch (SkillSource::Builtin) has no TS equivalent since ../core/skills.ts models skills as strictly file-based (user dir + project dir + explicit paths, no builtin-skill source) -- TODO(port) inline at that site. permissionClassification (preview=Allow, confirm=Prompt with charset-validated name in the reason, invalid name -> "<invalid name>") ported verbatim, reachable in production since it gates on confirm not on the schema-validated union. Tests: test/skill-builder.test.ts, 10 cases ported from skill_builder.rs #[cfg(test)] (schema shape, render template/examples/yaml-escaping, permission allow-then-prompt, preview/confirm/overwrite flow, invalid-name-before-write, project-skill shadow warning adapted to write a real on-disk project fixture instead of seeding an in-memory harness).
coding-agent/tools/skill	applied	Full port of skill.rs (293 lines) -> packages/coding-agent/src/tools/skill.ts, plus a new prerequisite packages/coding-agent/src/skills-state.ts (port of crates/coding-agent/src/skills_state.rs, manifest unit coding-agent/skills_state, phase 11 pending -- pre-completed because set-skill-state.ts/remove-skill.ts hard-depend on it; not a tool file, not on the phase-9 do-not-touch list). Architecture: follows the precedent already landed by sibling units install-skill.ts/skill-builder.ts (same phase, same skill family) rather than @pie/agent-core's AgentHarness/SkillHarnessCell -- that harness is not wired into this repo's actual coding-agent CLI, and the ported agent-core Skill type (packages/agent/src/harness/types.ts) lacks the source:SkillSource field oracle's agent-core Skill struct carries (crates/agent/src/harness/types.rs:284), a phase-8 simplification out of this unit's 'harness/skills.ts only import, do not modify' scope. 'Live catalog' (oracle: harness.skills()) is approximated by loadEffectiveSkills(): core/skills.ts's loadSkills() (user+project roots, deduped by name -- deliberately NOT install-skill.ts's reloadSkillCatalog helper, which concatenates user+project without dedup and is unsuitable for SetSkillState/RemoveSkill's 'catalog deduped by name, exactly one active source' assumption) with the new skills-state.json overlay applied via applySkillsStateOverlay. resolveSkillSource() maps core/skills.ts's Skill.sourceInfo.scope ('user'/'project'/'temporary') onto pie's SkillSource ('builtin'/'user'/'project'); 'builtin' is unreachable today (coding-agent/builtin_skills is a separate phase-11 unit, still pending -- no bundled-skill catalog exists in this repo) but kept in the type/schema for 1:1 forward-compatible parity, matching install-skill.ts's own '<unknown source>' defense-in-depth precedent. formatSkillInvocation's <skill> wrapper text ported verbatim as a local formatSkillInvocationBody() (not imported from @pie/agent-core, whose Skill has no content field) -- body is read from disk + frontmatter-stripped (../utils/frontmatter.ts's stripFrontmatter) per invocation rather than cached, since core/skills.ts's Skill carries no body. disable_model_invocation enforcement point: skill.ts execute(), single check `if (skill.disableModelInvocation) throw` (skill.rs:90-97) -- uniform on every call path (this port has only one call path into execute(), so the oracle's separate model-path/steering-path tests collapse into one). Kept oracle's own defensive 'missing required arg: name' re-check (skill.rs:70-74) even though the typebox schema already requires it, matching git.ts's belt-and-suspenders precedent. Observed, out of scope: core/skills.ts's loadSkills() dedup is first-loaded-wins (USER shadows PROJECT, since user is scanned first and addSkills() skips on existing name) -- opposite of oracle's stated 'project shadows user, highest precedence' (crates/agent/src/harness/types.rs:250); this is core/skills.ts's own pre-existing behavior (diff-port unit coding-agent/skills, phase 11, not this unit's file to fix) and is inherited as-is by resolveSkillSource-based lookups. Tests: new test/skill-tool.test.ts (6 tests: schema shape, hit-returns-wrapped-body, miss-with-/skills-hint, disabled-skill-refuses-body, missing-name-arg, skills-state.json-overlay-enforced) -- oracle's unset_harness_cell_returns_recoverable_error_not_panic test has no analog in this architecture (no cell to unset) and is intentionally not ported, documented in the test file header.
coding-agent/tools/set_skill_state	applied	Full port of set_skill_state.rs (621 lines) -> packages/coding-agent/src/tools/set-skill-state.ts. Same architecture as ./skill.ts (see that ledger row): ToolDefinition + wrapToolDefinition (not a raw AgentTool/AgentHarness), loadEffectiveSkills() for the catalog, skills-state.json overlay via the new ../skills-state.ts. permissionClassification ported verbatim (set_skill_state.rs:102-125): enabled:false (disable) -> Allow (narrowing, model can self-authorize); enabled:true (re-enable) -> Prompt with reason 're-enable user-disabled skill `<name>`' (escalating, routed through @pie/agent-core's AgentTool.permissionClassification / AgentLoopConfig.onControlPlanePrompt channel per packages/agent/src/types.ts -- this IS the real, already-ported phase-8 control-plane-prompt mechanism, unlike the harness/session pieces this unit does not reach). Classifier reads preparedArgs defensively (enabled===true check, name fallback to '<unknown>') matching oracle's pre-struct-deserialization Value-based classification and its own missing-enabled-defaults-to-narrowing test. Two-phase preview/confirm, source-pin mismatch rejection, and the 'no loaded skill named X ... Did you mean: A, B?' hint (shared helper findLoadedSkillOrThrow in ./skill.ts, identical text in oracle's set_skill_state.rs and remove_skill.rs) all ported verbatim. Persistence: writes via ../skills-state.ts's setAndSaveSkillsState (skills-state.json at getAgentDir(), keyed by {source,name}, same base-dir mapping rationale as install-skill.ts's defaultSkillsRoot -- see skills-state.ts's module doc); base dir defaults to getAgentDir() rather than oracle's separate ${PIE_DIR:-~/.pie} tree, matching install-skill.ts's precedent that pie's skill concepts map onto pi's own agentDir (honors PI_CODING_AGENT_DIR). Effect on already-running sessions: none -- this port has no live session/harness to hot-reload (same gap install-skill.ts documents); effective_enabled_after_reload is computed by re-deriving the catalog from disk immediately after the write, not by mutating any in-memory session state. NOT applied (TODO(port), documented inline): audit_entry_id is always undefined -- oracle appends a Custom{custom_type:"skill_control_plane"} session entry via harness.session().append_custom(...); ToolDefinition.execute's ExtensionContext exposes only a read-only sessionManager with no append hook reachable from tool execution in this port's architecture, identical gap to install-skill.ts's skill_install audit (that ledger row) and skill-builder.ts's. reload_skills_from_disk's ReloadSkillsError::NotConfigured failure path has no analog here (loadEffectiveSkills is a direct disk re-scan, always 'configured', cannot fail the way a pluggable oracle closure could) -- the try/catch oracle wraps reload_skills_from_disk() in was omitted as dead code. Tests: new test/set-skill-state-tool.test.ts (7 tests ported from set_skill_state.rs's #[cfg(test)] block: schema shape, preview-does-not-write-overlay, disable-then-reload-reflects-state, classifier Allow/Prompt/missing-defaults-Allow, enable-succeeds-directly-via-execute, unknown-skill-hint, mismatched-source-rejected); writes_skill_control_plane_audit intentionally not ported (no audit sink to assert against, same as install-skill.ts's install_writes_skill_install_audit_entry).
coding-agent/tools/remove_skill	applied	Full port of remove_skill.rs (610 lines) -> packages/coding-agent/src/tools/remove-skill.ts. Same architecture as ./skill.ts and ./set-skill-state.ts (see those ledger rows). Deletion scope: only source==='user' skills removable (scope guard remove_skill.rs:136-146, verbatim message incl. 'builtin skills are compiled in; project skills belong to the repo'); optional source pin must also resolve to 'user' (remove_skill.rs:148-158). Deletion target strictly derived from the resolved skill's filePath via deletionTarget(skillsRoot, filePath) (remove_skill.rs:279-293, ported verbatim using node:path relative/isAbsolute/sep instead of Rust Path::strip_prefix/Components) -- always join(skillsRoot, <first path component>), refusing (undefined) if filePath is not under skillsRoot, so a hostile/stale skill record can never escape the root; skillsRoot reused from the sibling unit's install-skill.ts::defaultSkillsRoot(agentDir) (mirrors oracle remove_skill.rs importing tools::set_skill_state::default_base_dir -- this port's equivalent shared base-dir/skills-root logic already lives in install-skill.ts, imported not reimplemented, consistent with skill-builder.ts's own precedent of importing from install-skill.ts). Confirmation gate: two-phase preview (default) / confirm:true (delete), identical shape to SetSkillState; permissionClassification is unconditionally Prompt (remove_skill.rs:85-97, reason 'remove user skill `<name>`') since removal cannot be narrowed the way disable can. Failure/rollback: deleteSkillPath() lstat-checks the target first -- ENOENT (already gone) is treated as idempotent success (remove_skill.rs:196-213, no rollback needed since nothing was deleted); a genuine rm/unlink failure throws 'remove <target>: <msg>' and the tool call fails before the skills-state.json overlay entry is touched or the catalog is re-derived, i.e. no partial state is persisted on a failed delete (state-clear + reload only run after a successful delete, matching oracle's post-delete-only skills_state::remove_and_save call site). Overlay-clear failure (removeAndSaveSkillsState throwing) is caught and swallowed same as oracle's tracing::warn!-then-continue (remove_skill.rs:217-223) -- deletion success is not rolled back for an overlay-clear failure, matching oracle exactly. NOT applied (TODO(port), documented inline): audit_entry_id always undefined, same architectural gap as set-skill-state.ts/install-skill.ts. Oracle's builtin_cannot_be_removed test has no fixture-able analog (no builtin-scope skill source exists in this repo's loader, see ./skill.ts's resolveSkillSource doc) -- ported project_cannot_be_removed instead, which exercises the identical scope-guard error-formatting code path via the 'project' branch. Tests: new test/remove-skill-tool.test.ts (8 tests ported from remove_skill.rs's #[cfg(test)] block: schema shape, deletionTarget unit tests (in-root dir/file/escape-refused), preview-does-not-delete, confirm-deletes-and-reload-drops-it, project-skill-cannot-be-removed, remove-clears-overlay-entry, unknown-skill-typed-error, permission-classification-always-prompts); writes_remove_audit intentionally not ported (no audit sink to assert against).
coding-agent/tools/web_fetch	port	Full port of web_fetch.rs (365 lines) -> packages/coding-agent/src/tools/web-fetch.ts. Guards ported verbatim: 15s timeout, 5 MiB streaming body cap (ReadableStream reader loop, cap-then-reader.cancel(), never buffers the whole body), 10-redirect cap via a hand-rolled redirect:manual loop (native fetch has no redirect-count knob, same technique already established by tools/install-skill.ts's fetchUrlSource). Cancellation fidelity distinguishes web_fetch's continuous-cancel-check (every chunk read, matching oracle's tokio::select! on every resp.chunk()) from web_search's send-only-cancel-check (see below) -- implemented via AbortSignal.timeout(15000) + AbortSignal.any([signal,timeoutSignal]) passed to every fetch() call. html_to_text ported the byte-scan algorithm as a UTF-16-code-unit scan against an ASCII-only-lowercased copy (toAsciiLowerCase mirrors Rust's to_ascii_lowercase, not full toLowerCase, to preserve index alignment for surrogate-pair characters) -- caught+fixed a surrogate-pair truncation bug during self-test (an astral emoji was split into a lone high surrogate because the default "append current char" branch used html[i] instead of a full code-point-width slice). collapse_whitespace's "dropped whitespace between newlines must not reset the consecutive-newline counter" regression note ported verbatim. Content-type html-sniff kept case-sensitive (.includes("html"), bug-for-bug: "text/HTML" would not match). Schema/description text byte-identical to web_fetch.rs:267 (Tool.description) and :271 (url param description). User-Agent hardcoded pie/0.75.0 (oracle Cargo.toml pin at the pie @0a120dfd snapshot) with a TODO(port) note, same convention as packages/ai/src/utils/headers.ts's userAgent(). Tests: test/web-fetch-tool.test.ts, 16 cases -- 7 are the oracle #[cfg(test)] block ported verbatim (html_to_text/collapse_whitespace incl. non-ascii/emoji, replacement-char, nbsp-in-script, indented-paragraph blank-line cap), plus schema-shape, redirect-follow-to-cap and past-cap error, streaming-truncation-at-exact-cap-byte-count (6 MiB body against a local http server), and cancellation (pre-aborted + mid-wait) integration cases matching the oracle e2e suite's (web_fetch_e2e.rs, phase-13 char-tests unit, not this unit) scenario shapes.
coding-agent/tools/web_search	port	Full port of web_search.rs (216 lines) -> packages/coding-agent/src/tools/web-search.ts. Backend: Brave Search (https://api.search.brave.com/res/v1/web/search), credential BRAVE_SEARCH_API_KEY env var verbatim, missing-key error message verbatim. 15s timeout via AbortSignal.timeout. Cancellation fidelity bug-for-bug: oracle's tokio::select! only guards send() (web_search.rs:121-126); the later resp.text() body read has NO cancel check -- ported by scoping the cancel-race (Promise.race + a scoped AbortController) to only the initial fetch() call, leaving response.text() unguarded by the caller's signal (still bounded by the 15s timeout signal, which stays attached throughout). count resolution ported bug-for-bug: params.get("count").and_then(as_u64) returns None (falls back to DEFAULT_RESULTS=10, NOT clamped up to 1) for negative/fractional counts, since negative/non-integer JSON numbers fail Rust's as_u64() parse entirely; only a valid non-negative integer gets .clamp(1,20) -- verified by a 5-case it.each table (count=-5 -> 10, not 1). Error-body snippet uses first 500 Unicode scalar values (Array.from(text).slice(0,500), matches chars().take(500), not a UTF-16 slice). {query:?} Rust Debug-format rendered via JSON.stringify(query) (documented as an approximation, exact for plain-text queries with no exotic control chars). BraveResponse/Web/Result parse ported with serde's #[serde(default)] top-level-missing-is-empty semantics; malformed leaf-field *types* (e.g. title as a number) fall back to undefined rather than hard-erroring like serde would -- documented TODO(port), no oracle test exercises it. User-Agent hardcoded pie/0.75.0, same caveat as web-fetch.ts. Tests: test/web-search-tool.test.ts, 14 cases -- the oracle #[cfg(test)] definition_lists_query_as_required ported verbatim, plus schema-shape, Brave-shaped-mock success (mirrors web_search_e2e.rs::web_search_renders_brave_results), missing-key, missing-query, empty-results, non-2xx status+snippet, malformed-JSON, count-resolution table, and pre-aborted-signal cases.
coding-agent/tools/mod	port	Port of tools/mod.rs (174 lines) -> packages/coding-agent/src/tools/index.ts, the pie-only tool registration face (sibling to, not merged into, ../core/tools/index.ts which stays pi's untouched base 7-tool registry). Oracle registration inventory: (1) default_tools(memory_dir) (mod.rs:31-45) = read,write,edit,bash,ls,grep,find,web_fetch,web_search,git,memory (11, order load-bearing = model-visible tool-list order) -- ported as defaultTools({cwd,memoryDir,...}), order asserted by test. (2) subagent_read_only_tools() (mod.rs:47-59) = read,ls,grep,find,web_fetch,git (6, no write/edit/bash/web_search/memory) -- ported as subagentReadOnlyTools({cwd,...}), order+exclusion asserted by test. Diff between the two lists: (1) has write/edit/bash/web_search/memory that (2) lacks -- confirmed intentional (subagent workspace-mutation guard), not a gap. (3) mod.rs:61-173's standalone builder family (task_tool, skill_tool, install_skill_tool, skill_builder_tool, set_skill_state_tool, remove_skill_tool, + 8 crate::triggers re-exports) is NOT part of either list above in oracle either -- each needs a SkillHarnessCell for hot-reload in oracle; every sibling phase-9 TS tool file (skill.ts/install-skill.ts/skill-builder.ts/set-skill-state.ts/remove-skill.ts, all landed concurrently during this unit's work) independently dropped that requirement per their own header comments (no live AgentHarness wired into this repo's coding-agent CLI), so these are re-exported as direct pass-throughs with no extra wiring code, except task_tool: task.ts's own createTaskTool requires a caller-supplied subagentTools factory by design (its header comment explicitly names this unit as the intended wiring site) -- ported as taskTool(cwd,model,streamFn?), which closes that gap by wiring subagentReadOnlyTools({cwd}) in, mirroring oracle's Arc::new(subagent_read_only_tools). mcp_adapter.rs (mod.rs:12) also landed concurrently (McpAgentTool class, constructed dynamically per remote MCP tool by an out-of-scope loader, matching oracle -- no static list entry in either default_tools()/subagent_read_only_tools() to fill) -- re-exported. Explicitly OUT of scope, not touched: the 8 crate::triggers re-exports (mod.rs:119-173: new_cron_job_tool/list_cron_jobs_tool/remove_cron_job_tool/set_cron_job_state_tool/new_trigger_tool/list_triggers_tool/remove_trigger_tool/set_trigger_state_tool) belong to manifest unit coding-agent/triggers/mod -> packages/coding-agent/src/triggers/index.ts (phase 10, pending, separate Rust module crate::triggers with its own destination) -- documented inline with the exact reasoning. Also out of scope: wiring this registry into the actual CLI runtime default tool list (oracle main.rs calling default_tools(memory_dir)) is manifest unit coding-agent/main -> packages/coding-agent/src/main.ts (phase 13) -- this unit only builds+exposes the registration face, does not touch main.ts or core/sdk.ts's own separate pi-base defaultActiveToolNames. Tests: test/tools-index.test.ts, 5 cases (defaultTools order, subagentReadOnlyTools order, exclusion set, taskTool wiring, re-export smoke); cross-checked against every sibling tool file's own existing test suite (git/skill/install-skill/skill-builder/set-skill-state/remove-skill/task, 115 tests total across 10 files) to confirm no regression from the new registry imports.
coding-agent/tools/task	port	Full port of task.rs (202 lines) -> packages/coding-agent/src/tools/task.ts. Construct mapping (table-absent, flagged for reviewer per RULEBOOK §4): oracle's minimal pie_agent_core::AgentHarness (model+Session/MemorySessionStorage+system_prompt+tools+stream_fn) has no 1:1 TS counterpart -- packages/agent/src/harness/agent-harness.ts's AgentHarness requires env:ExecutionEnv+Session, unconstructed anywhere in this repo's coding-agent runtime today; used packages/agent/src/agent.ts's lower-level Agent instead (in-memory transcript only, no ExecutionEnv/Session dependency, public streamFn field matching oracle's Option<StreamFn> 1:1) -- the same class AgentSession (core/agent-session.ts) drives for the coding-agent's own top-level loop. subagentTools is a factory param (SubagentToolsFn, task.rs:34-36/44-45) -- deliberately NOT hardcoded to oracle's subagent_read_only_tools() (read/ls/grep/find/web_fetch/git, tools/mod.rs:47-59) since wiring the concrete toolset is left to whichever unit assembles the full pie-only registry (same convention git.ts documents for itself). Result extraction subscribes to Agent's message_end events and keeps the latest non-empty assistant-turn text (task.rs:111-136 collector-overwrite semantics, verified by a dedicated multi-turn-text-ordering test). Cancellation: AbortSignal listener calls sub.abort() (task.rs:138-145 watcher+CancellationToken equivalent); post-await check order is signal.aborted first then sub.state.errorMessage (task.rs:150-155) since Agent.prompt() per its StreamFn contract never rejects for model/runtime failures -- verified failures surface via state.errorMessage instead, mapped to "subagent failed: {msg}". chars detail uses Buffer.byteLength (Rust body.len() is UTF-8 byte length despite the field name, not JS .length) -- verified by an emoji test. BUG(port) B10 (RULEBOOK §5): file-header claims "max 16 iterations" but no code anywhere in the construction chain enforces any cap -- replicated verbatim (no cap added); test drives the subagent through 20 provider round-trips and asserts zero truncation. Tests: test/task-tool.test.ts, 11 cases (schema shape, single-turn happy path, B10 20-turn no-truncation, last-turn-wins text ordering, empty-output placeholder, byte-length chars, unknown subagent_type, missing prompt, subagent-failure mapping, parent-cancel cascade, per-call fresh subagentTools factory invocation).
coding-agent/tools/memory	port	Full port of memory.rs (322 lines) -> packages/coding-agent/src/tools/memory.ts. dir is a plain constructor/factory string param (createMemoryTool(dir)), matching oracle's MemoryTool::new(dir: PathBuf) exactly -- the concrete ~/.pie/memory default lives in oracle's main.rs (out of scope for this manifest row, same wiring-left-to-caller convention as git.ts/task.ts). slugify ported char-by-char (ascii-alnum lowercased, whitespace/hyphen/underscore->hyphen, everything else dropped, hyphens collapsed+trimmed) via JS for...of (Unicode-scalar iteration matching Rust .chars()); memory.rs:306-320's parameters json! object has no "additionalProperties" key at all (unlike task.rs's false) -- Type.Object called without that option to match JSON Schema's permissive default, verified by a dedicated schema test. save/list/read/forget IO-error message prefixes ("memory dir: ", "write memory: ", "list memories: ", "read memory: ", "write index: ", "rewrite index: ") ported verbatim; forget's remove_file failure is silently swallowed (memory.rs:196-197, deliberate bug-for-bug, not RULEBOOK-violating "never swallow errors" since oracle's own behavior is the spec here) -- verified by a re-forget-already-gone test. read validates UTF-8 explicitly via a fatal TextDecoder (Buffer#toString never throws) matching tokio::fs::read_to_string's error-on-invalid-UTF-8 behavior, same precedent core/tools/read.ts already established. BUG(port) B11 (RULEBOOK §5), replicated verbatim in loadMemoryBlock (memory.rs:254-296): (1) MEMORY.md's own content is never opened/read at startup-injection time despite update_index/remove_index_entry keeping it continuously current -- the function lists the directory directly; a deliberately-corrupted-index test (missing a real entry, listing a phantom one) proves the block is entirely unaffected by the index's content. (2) every other .md file's full body is concatenated with zero count/size/relevance/project-scope bound -- a 50-entry x 5000-char-body test proves all 50 appear in full. Tests: test/memory-tool.test.ts, 19 cases across two describe blocks (tool: schema shape, save+frontmatter+index, default type, slugify, empty-slug rejection, index replace-in-place, missing-field messages, list empty/populated+sort+MEMORY.md exclusion, read success+missing-file error, forget+swallowed-reforget; load_memory_block: 2 oracle-ported tests (memory_save_then_load_block, memory_block_excludes_memory_md_index_file) + B11 index-ignored + B11 unbounded + missing-dir + filename ordering).
coding-agent/tools/mcp_adapter	port	Full port of mcp_adapter.rs (270 lines, incl. its one #[cfg(test)] module) -> packages/coding-agent/src/tools/mcp-adapter.ts. Dependency: @pie/mcp added to packages/coding-agent/package.json dependencies (RULEBOOK §4 "mcp is a standalone leaf package, referenced only by  coding-agent referenced)" explicitly sanctions this edge; root tsconfig.json already carried an unused @pie/mcp path-mapping entry anticipating it) -- @pie/mcp itself untouched, import-only; node_modules/@pie/mcp symlink added manually (mirroring the existing agent-core/ai/tui/coding-agent symlinks) rather than a full workspace `npm install` to avoid racing concurrent phase-9 agents' file writes. Construct mapping: class McpAgentTool implements AgentTool<TSchema,...> directly (RULEBOOK §2.1 struct+impl Trait -> class+implements interface) rather than the ToolDefinition/wrapToolDefinition idiom every filesystem/shell tool in this package uses -- MCP tools have no static TypeBox parameter shape (inputSchema is a raw server-supplied JSON Schema forwarded verbatim, tool.inputSchema unmodified, no CLI render_call/render_result concept in oracle either) so ToolDefinition's TParams-for-rendering machinery doesn't apply; raw-JSON-Schema-as-Tool.parameters is already a supported, anticipated shape per packages/ai/src/utils/validation.ts's hasTypeBoxMetadata fallback path. Cancellation: McpClient.toolsCall's own signal:AbortSignal param is used directly (no CancellationToken wrapper needed, TS-native) -- errors are AgentToolError.message(...) (matches oracle's Result<_,AgentToolError> exactly, direct-AgentTool-implementer idiom vs the plain-Error-throw idiom ToolDefinition-based tools use). Content mapping: text/image passthrough, resource->"<resource>{JSON}</resource>" text block (mcp_adapter.rs:88-92, JSON.stringify fallback "(resource)" on failure matching serde_json::to_string().unwrap_or_else); isError:true throws AgentToolError joining only the constructed content's text blocks (image blocks dropped, resource-as-text blocks included) with "\n" (mcp_adapter.rs:96-107). Tool-name collision disambiguation across multiple servers is explicitly the caller's responsibility (oracle's own McpAgentTool::new takes the name as-given; disambiguation policy lives in the out-of-scope mcp_loader.rs), documented in the class doc comment. Tests: test/mcp-adapter.test.ts, 9 cases against a local in-process JSON-RPC PipeTransport fixture (mirrors oracle's own local test-module PipeTransport rather than @pie/mcp's internal non-exported test fixture): schema/label/executionMode passthrough, missing-description default, text/image/resource content mapping, isError text-join (incl. image-blocks-dropped), non-cancel-error "mcp call: " prefix mapping, and a ported ~=execute_propagates_cancel_token_to_mcp_client (abort -> "cancelled" within budget + exactly one notifications/cancelled frame reaches the server).
coding-agent/inbox	port	Full port of inbox.rs (243 lines) -> packages/coding-agent/src/inbox.ts. Global (non-per-session) JSONL at getAgentDir()/inbox.jsonl (config.ts, phase-9-unified ~/.pie/ root), matching oracle base_dir().join("inbox.jsonl") exactly including the PIE_DIR/ENV_BASE_DIR override path. InboxEntry is a wire structure (one JSON object per line) so fields keep oracle snake_case verbatim (id, created_at, source, text, trace_id, session_id, status) -- NOT camelCased, unlike the rest of this file naming convention; InboxStatus unit-enum -> "new"|"claimed"|"dismissed" string union. append() trims + caps text at MAX_ENTRY_TEXT_CHARS=500 Unicode scalars (+ ellipsis), caps source at 80 chars, id = "inb-" + Uuid::new_v4().simple() equivalent (32 lowercase hex, local simpleUuid() duplicate rather than importing triggers/cron-deps.ts -- oracle inbox.rs and cron.rs each call Uuid::new_v4().simple() independently too, no cross-file dependency in oracle either). Concurrency: RULEBOOK SS2.3 "sync fidelity" (parking_lot::Mutex + std::fs co-occurrence) -- plain synchronous node:fs calls, no lock wrapper (Node single-threaded execution makes each sync critical section atomic by construction), same judgment already applied to CronRegistry in triggers/cron.ts. Unparseable JSONL lines skipped on read, never deleted (readAll/list/listNew); setStatus/dismissAllNew rewrite the full file, last-writer-wins, matches oracle doc comment (documented behavior, not a bug). newCount() never throws (badge path, returns 0 on any read error) per oracle new_count(). The "/inbox" CLI command text ("inbox: empty (dash) stateful loops (/cron add --stateful) report findings here", parity S7-captured, oracle commands.rs:2513) is out of scope for this unit -- lives in a separate manifest row/phase (commands.rs is not manifest coding-agent/inbox); this module is storage only. Tests: test/ported/inbox.test.ts, 2 cases (oracle's 2 #[test] fns ported verbatim: append/list/claim/dismiss round trip, oversized-text-cap + corrupt-line-skip).
coding-agent/triggers/mcp_notification_hook	port	Full port of mcp_notification_hook.rs (1039 lines) -> packages/coding-agent/src/triggers/mcp-notification-hook.ts. Depends only on @pie/mcp (McpServerNotification/NotificationReceiver, phase 6) and @pie/agent-core's notification-hook.ts/trigger.ts (phase 8) via import -- neither package touched. McpNotificationHook.run() takes-once semantics on its NotificationReceiver (rx set to undefined after first run(), mirrors oracle's Mutex<Option<UnboundedReceiver>>.take() -- second run() throws HookError.other(...)); status_ is a plain mutated field (single-threaded JS, no Arc<Mutex<>> wrapper needed). Dedup-key mapping table ported verbatim (tools/listChanged, resources/listChanged, prompts/listChanged -> latest_replaces; resources/updated -> per-URI latest_replaces with unknown-uri fallback; custom notifications require _meta.pie_dedup_key (canonical) or _pie_dedup_key (legacy, meta wins when both present) -> drop, else dropped at the adapter with dropped_count++). Namespacing: mcp:{server}: prefix + custom: segment prevents cross-server and built-in-vs-custom key collisions (PR #56 QA blockers #1/#2), verified by dedicated tests. safeIdempotencySegment/safeDisplay hash (sha256, first 6 bytes hex) any segment/URI/opt-in pie_summary text containing secret-like tokens (hub_agent_/hub_hs_/hub_ep_/sk-/bearer/token substrings), >200 chars, or control characters -- redactNotificationText uses JS .toLowerCase() (full-Unicode) vs Rust to_ascii_lowercase() (ASCII-only), noted as immaterial since every matched pattern is itself ASCII. render_summary privacy contract ported verbatim: custom/unknown methods NEVER echo params, only method name unless the server opts in via _meta.pie_summary (capped+redacted); resources/updated keeps only its uri field. payload_summary always populated (never undefined -- oracle's Option<String> return type is never actually None across any match arm). trace_id uses full Uuid::new_v4() (dashed), NOT inbox.ts/cron.ts's .simple() form -- oracle mcp_notification_hook.rs:198 differs from inbox.rs's id generation, preserved as written. Documented project boundary (not fixed): no dedup/anti-feedback-loop guard against the same MCP server's tool-call push triggering a new trace that could re-invoke the same tool. Tests: test/ported/mcp-notification-hook.test.ts, 19 cases (oracle's 19 #[test]/#[tokio::test] fns ported 1:1) using a tiny local buffered channel (drain-before-close, AsyncQueue-equivalent semantics) instead of a real @pie/mcp McpClient -- no timers needed, purely microtask-driven.
coding-agent/triggers/mod	port	Port of triggers/mod.rs (29 lines) -> packages/coding-agent/src/triggers/index.ts. SS4 barrel judgment: oracle mod.rs is NOT a pure module-declaration file (grep-verified: 3 curated `pub use` blocks re-exporting cron::{CronJob,CronNotificationHook,ListCronJobsTool,NewCronJobTool,RemoveCronJobTool,SetCronJobStateTool,cron_action_hook,cron_harness_listener,global_cron_registry}, dynamic::{9 items}, mcp_notification_hook::McpNotificationHook) -> this is SS4's "several files need an aggregate export" case, barrel built and aligned to the same curated list (TS camelCase names, e.g. cron_action_hook -> cronActionHook -- naming-convention translation per SS2.1, not a wire concern). Sourced from cron.ts (this phase) and mcp-notification-hook.ts (this phase); triggers/dynamic.ts (another agent's concurrent phase-10 unit) landed mid-task with matching camelCase export names (beforeTriggerActionHook, directInjectActionHook, DynamicTriggerCheckHook, fireOnceHarnessListener, globalRegistry, ListTriggersTool, NewTriggerTool, RemoveTriggerTool, SetTriggerStateTool) -- re-exported too once confirmed landed+compiling clean (dynamic.ts itself not touched, only referenced). No tests of its own (pure re-export barrel); compiles clean under tsgo and every re-exported symbol's own test suite (cron/mcp-notification-hook/dynamic) exercises the underlying implementation.
